MM,MM_ReasonForExclusion,CRJ_after_cleaning,CRJ,CRJ_ReasonForExlcusion,Consensus,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
No,Out of scope: not ICU,No,No,"Non-ICU populations, ER",1,33,"RJ Delahanty, JA Alvarez, LM Flynn, RL Sherwin…",Development and evaluation of a machine learning model for the early identification of patients at risk for sepsis,2019,Annals of emergency …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0196064418314860,"https://scholar.google.com/scholar?cites=16685743599541937893&as_sdt=2005&sciodt=0,5&hl=en",384,2020-07-21 11:39:01,HTML,,,33,33,7,5,1,"… Volume 73, Issue 4, April 2019, Pages 334-344. Annals of Emergency Medicine. Infectious disease/original research. Development and Evaluation of a Machine Learning Model for the Early Identification of Patients at Risk for Sepsis … ML, Machine learning …"
No,Task Force report,No,No,Commentary/Opinion/Editorial,1,0,"RK Reznick, K Harris, CEO Deputy",Task Force Report on Artificial Intelligence and Emerging Digital Technologies,2020,,cdn.dal.ca,https://cdn.dal.ca/content/dam/dalhousie/pdf/faculty/medicine/departments/department-sites/psychiatry/rc-ai-task-force-e.pdf,,691,2020-07-21 11:39:01,PDF,,,0,0,0,3,1,"… Deep Learning Machine Learning Artificial Intelligence … Page 15. underpinning technology driving the resurgence of AI today, it is important to note that deep learning is a machine learning paradigm, and machine learning is a subfield of artificial intelligence …"
No,Editorial,No,No,Commentary/Opinion/Editorial,1,2,RP Dellinger,Dynamic Systemic Inflammatory Response Syndrome Monitoring: A reSIRSgence?,2016,Critical care medicine,journals.lww.com,https://journals.lww.com/ccmjournal/Fulltext/2016/12000/Dynamic_Systemic_Inflammatory_Response_Syndrome.26.aspx,"https://scholar.google.com/scholar?cites=17331313627443195449&as_sdt=2005&sciodt=0,5&hl=en",128,2020-07-21 11:39:01,,,,2,0.5,2,1,4,You may be trying to access this site from a secured browser on the server. Please enable scripts and reload this page …
No,Not about Sepsis Prediction,No,No,"Out of scope, non-human",1,0,"RS Saia, EC Cárnio",In vivo and in vitro role of cholecystokinin in nitric oxide,2010,Critical Care,ccforum.biomedcentral.com,https://ccforum.biomedcentral.com/articles/10.1186/cc9113,,578,2020-07-21 11:39:01,,,,0,0,0,2,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Abstract,No,No,Out of scope: Sepsis prediction,1,7,"RZ Wang, CH Sun, PH Schroeder…",Predictive models of sepsis in adult ICU patients,2018,2018 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8419401/,"https://scholar.google.com/scholar?cites=8079995689899413558&as_sdt=2005&sciodt=0,5&hl=en",389,2020-07-21 11:39:01,,,,7,3.5,2,4,2,"… [9] Desautels T, Calvert J, Hoffman J, Jay M, Kerem Y, Shieh L, et al. Prediction of Sepsis in the Intensive Care Unit With Minimal Electronic Health Record Data: A Machine Learning Approach … Das, R. (2016). A computational approach to early sepsis detection …"
No,Patent,No,No,Patent,1,0,"S Babaeizadeh, R Firoozabadi…",Patient-specific clinical decision support,2019,US Patent App. 16 …,Google Patents,https://patents.google.com/patent/US20190103188A1/en,,635,2020-07-21 11:39:01,,,,0,0,0,3,1,"US20190103188A1 - Patient-specific clinical decision support - Google Patents. Patient-specific clinical decision support. Download PDF Info. Publication number US20190103188A1. US20190103188A1 US16/086,438 US201716086438A …"
No,Preprint,No,Yes,Preprint,1,0,"S CHAMI, N Kaabouch, K Tavakolian",Comparative Study of Light-GBM and a Combination of Survival Analysis with Deep Learning for Early Detection of Sepsis,,pdfs.semanticscholar.org,,https://pdfs.semanticscholar.org/2ab7/6114f9f137bfd3fe7f8025f107e77624914e.pdf,,270,2020-07-21 11:39:01,PDF,,,0,0,0,3,,"… The emergence of advanced technologies like Artificial Intelligence and machine learning, allowed faster exploration of … With the emergence of machine learning techniques, a lot research has been made to … About 25 lab tests have been provided in the data for sepsis detection …"
No,Pediatric,No,No,Neonatal population,1,0,S Cabon,Monitoring of premature newborns by video and audio analyses,2019,,theses.fr,https://www.theses.fr/2019REN1S055,,590,2020-07-21 11:39:01,,,,0,0,0,1,1,"Page 1. THESE DE DOCTORAT DE L'UNIVERSITE DE RENNES 1 COMUE UNIVERSITE BRETAGNE LOIRE ECOLE DOCTORALE N° 601 Mathématiques et Sciences et Technologies de l'Information et de la Communication Spécialité : Signal, Image, Vision …"
No,Not peer reviewed,No,No,"Not peer reviewed, web page",1,2,S Cantrell,Technology takes the lead in reducing sepsis,2018,Infection,hpnonline.com,https://www.hpnonline.com/infection-prevention/article/13001108/technology-takes-the-lead-in-reducing-sepsis,"https://scholar.google.com/scholar?cites=9293886703372785991&as_sdt=2005&sciodt=0,5&hl=en",446,2020-07-21 11:39:01,HTML,,,2,1,2,1,2,"… The Sepsis Predictive Machine Learning Algorithms predict the risk of sepsis for inpatients.” … “Wolters Kluwer's POC Advisor aggregates, normalizes, and analyzes patient data from disparate clinical systems to drive early, accurate sepsis detection and treatment,” said Claypool …"
No,Pediatric,No,No,Pediatric population,1,5,"S Chandir, DA Siddiqi, OA Hussain…",Using predictive analytics to identify children at high risk of defaulting from a routine immunization program: feasibility study,2018,JMIR public health …,publichealth.jmir.org,https://publichealth.jmir.org/2018/3/e63,"https://scholar.google.com/scholar?cites=9925444000363525189&as_sdt=2005&sciodt=0,5&hl=en",402,2020-07-21 11:39:01,HTML,,,5,2.5,1,4,2,"… Predictive analytics algorithm leverages artificial intelligence and uses statistical modeling, machine learning, and multidimensional data mining to accurately identify children who are most likely to delay or miss their follow-up immunization visits …"
No,Not about Sepsis Prediction,No,No,Out of scope: Epidemiology,1,0,"S Chinikar, SM Ghiasi, M Moradi",Epidemiological situation of Crimean-Congo hemorrhagic fever,2010,Critical Care,ccforum.biomedcentral.com,https://ccforum.biomedcentral.com/articles/10.1186/cc9159,,579,2020-07-21 11:39:01,,,,0,0,0,3,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis related,1,0,"S Choi, H Yoo",Fast Logic Function Extraction of LUT from Bitstream in Xilinx FPGA,2020,Electronics,mdpi.com,https://www.mdpi.com/2079-9292/9/7/1132,,397,2020-07-21 11:39:01,,,,0,0,0,2,1,Next Article in Journal Two-Stage Monitoring of Patients in Intensive Care Unit for Sepsis Prediction Using Non-Overfitted Machine Learning Models. Previous Article in Journal Design and Implementation of a Compact Single-Photon Counting Module …
No,Pediatric,No,No,Neonatal population,1,0,"S Coggins, MC Harris, R Grundmeier, E Kalb…",Performance of Pediatric Systemic Inflammatory Response Syndrome and Organ Dysfunction Criteria in Late-Onset Sepsis in a Quaternary Neonatal …,2020,The Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022347619317433,,556,2020-07-21 11:39:01,HTML,,,0,0,0,5,1,"… Machine learning models based on complex analysis of dynamic vital sign and laboratory data offer promise in improving identification of neonatal sepsis … protein and procalcitonin) are increasingly used in NICUs, 22 , 23 and may be helpful adjuncts in sepsis prediction models …"
No,"Out of scope: HCT cohort, not general ICU",No,No,Out of scope: Stem cells,1,0,"S Dadwal, Z Eftekhari, T Thomas, D Johnson, D Yang…",A Machine-Learning Sepsis Prediction Model for Patients Undergoing Hematopoietic Cell Transplantation,2018,Blood,ashpublications.org,https://ashpublications.org/blood/article-abstract/132/Suppl_1/711/266243,,18,2020-07-21 11:39:01,,,,0,0,0,6,2,"Sepsis and severe sepsis contribute significantly to early treatment-related mortality after hematopoietic cell transplantation (HCT), with reported mortality rates of 30 and 55% due to severe sepsis, during engraftment admission, for autologous and allogeneic HCT …"
No,Review,No,No,Review,1,5,"S Ellahham, N Ellahham…",Application of artificial intelligence in the health care safety context: opportunities and challenges,2019,American Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1062860619878515,"https://scholar.google.com/scholar?cites=16888668953784457857&as_sdt=2005&sciodt=0,5&hl=en",155,2020-07-21 11:39:01,,,,5,5,2,3,1,"… Format, Tips on citation download. Download Citation. Download article citation data for: Application of Artificial Intelligence in the Health Care Safety Context: Opportunities and Challenges. Samer Ellahham, MD , Nour Ellahham, and Mecit Can Emre Simsekler, PhD …"
No,Not about Sepsis Prediction,No,No,Out of scope: Data collection tool,1,1,"S Finazzi, G Mandelli, E Garbero…",Data collection and research with MargheritaTre,2018,Physiological …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1361-6579/aad10f/meta,"https://scholar.google.com/scholar?cites=7126934196338315114&as_sdt=2005&sciodt=0,5&hl=en",623,2020-07-21 11:39:01,,,,1,0.5,0,4,2,"This site uses cookies. By continuing to use this site you agree to our use of cookies. To find out more, see our Privacy and Cookies policy. Close this notification. NOTICE: Access in China: Some users in China are being blocked by IOP's security software …"
No,Out of scope: Mortality prediction,No,No,Out of scope: Mortality prediction,1,1,"S Ghanvatkar, V Rajan",Deep recurrent neural networks for mortality prediction in intensive care using clinical time series at multiple resolutions,2019,,aisel.aisnet.org,https://aisel.aisnet.org/icis2019/data_science/data_science/12/,"https://scholar.google.com/scholar?cites=4981433985738626571&as_sdt=2005&sciodt=0,5&hl=en",436,2020-07-21 11:39:01,,,,1,1,1,2,1,"… used for time series classification and has been evaluated for sepsis prediction (Futoma et … RNN classifier” in Proceedings of the 34th International Conference on Machine Learning (70), pp … data,” in Proceedings of the Twenty-Ninth AAAI Conference on Artificial Intelligence, pp …"
No,Book chapter,No,No,Out of scope: Cardiology,1,0,S Golemati,Cardiovascular Computing in the Intensive Care Unit,2019,Cardiovascular Computing—Methodologies and …,Springer,https://link.springer.com/chapter/10.1007/978-981-10-5092-3_18,,191,2020-07-21 11:39:01,,,,0,0,0,1,1,"… Large, comprehensive, publicly available databases facilitate benchmarking of machine learning algorithms using real-world data. Such algorithms can in turn contribute to improving sepsis prediction in the ICU through (a) the identification of new features useful for prediction …"
No,Thesis  ,No,No,Thesis,1,0,S Hariharan,Real-Time Sepsis Prediction Using an End-to-End Multi Task Gaussian Process RNN Classifier,2017,,dukespace.lib.duke.edu,https://dukespace.lib.duke.edu/dspace/bitstream/handle/10161/15251/Hariharan_duke_0066N_13990.pdf?sequence=1,,184,2020-07-21 11:39:01,PDF,,,0,0,0,1,3,… Abstract Real-Time Sepsis Prediction Using an End-to-End Multi Task Gaussian Process RNN Classifier by … event-time pairs from the raw data. There has been much recent interest within machine learning in developing models to predict future disease progression using EHRs …
No,Symposium,No,No,Conference,1,0,"S Inal, CB Nielsen, A Offenhäusser, R Owens",SYMPOSIUM BM07,2018,,mrs.org,https://www.mrs.org/docs/default-source/meetings-events/fall-meetings/2018/symposium-session-pdfs/symposium-bm07.pdf?sfvrsn=fe6fbb10_3,,697,2020-07-21 11:39:01,,,,0,0,0,4,2,"… These sensor and materials technologies would be extremely applicable in an increasingly advanced cybernetic and Artificial Intelligence (AI) robotics … The combination of strain sensing, surface electromyography, and machine learning can be used to measure the degree of …"
No,Not about Sepsis Prediction,No,No,Thesis,1,0,"S Janvier, A Rogiers, M Deloof, S Manigart…",Hazard analysis of falsified peptide'medicines',2019,Int. J. Surg …,biblio.ugent.be,https://biblio.ugent.be/embed?limit=20&start=7000,,671,2020-07-21 11:39:01,HTML,,,0,0,0,5,1,279200 Publications. Search / Filter …
No,Thesis,No,No,Thesis,1,0,S Kundu,Overview of Sepsis and Sepsis Biomarker Detection,2019,,lib.dr.iastate.edu,https://lib.dr.iastate.edu/creativecomponents/208/,,393,2020-07-21 11:39:01,,,,0,0,0,1,1,… 17 3.3 Non-Traditional (Label Free) Sepsis Detection Schemes . . . . . 18 3.3.1 Microfluidic Based Approach . . . . . 18 Page 5. iv 3.3.2 Machine Learning Based Approach . . . . . 19 …
No,Review,No,No,Review,1,0,"S Kundu, S Tabassum, R Kumar","A perspective on sepsis pathogenesis, biomarkers, and diagnosis: a concise survey",,Medical Devices & Sensors,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/mds3.10089,,398,2020-07-21 11:39:01,,,,0,0,0,3,,"… Reprinted with permission from Elsevier.(C) Schematic of a nano-wire/aptamer FET based label free detection of IgE biosensor [109] … Machine Learning algorithms including Multi-layer Neural Network (NN), Logistic Regression (LR) …"
No,Pediatric,No,No,Pediatric population,1,3,"S Le, J Hoffman, C Barton, JC Fitzgerald, A Allen…",Pediatric severe sepsis prediction using machine learning,2019,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fped.2019.00413/full?report=reader,"https://scholar.google.com/scholar?cites=3268131156941044380&as_sdt=2005&sciodt=0,5&hl=en",7,2020-07-21 11:39:01,HTML,,,3,3,1,6,1,"Background: Early detection of pediatric severe sepsis is necessary in order to optimize effective treatment, and new methods are needed to facilitate this early detection. Objective: Can a machine-learning based prediction algorithm using electronic healthcare record …"
No,Supplementary material,No,No,Supplemenatry Data of other publication,1,0,"S Le, J Hoffman, C Barton, JC Fitzgerald, A Allen…",Data_Sheet_1. docx,2019,,scilit.net,https://www.scilit.net/article/a37baf50ff718d1786e25ff737fa20d6,,72,2020-07-21 11:39:01,,,,0,0,0,6,1,… Component of Pediatric Severe Sepsis Prediction Using Machine … has the potential to deliver high-performance severe sepsis detection and prediction … Keywords: Prediction / Early Detection and Early Treatment / machine learning (artificial intelligence) / Pediatric Severe Sepsis …
